--- Results for: test1.lang ---
Token: ID         | Lexeme: 'Simple_int' | Line: 9, Col: 1
Token: LPAREN     | Lexeme: '(' | Line: 68, Col: 12
Token: LPAREN     | Lexeme: '(' | Line: 68, Col: 13
Token: LPAREN     | Lexeme: '(' | Line: 68, Col: 14
Token: LPAREN     | Lexeme: '(' | Line: 68, Col: 15
Token: ID         | Lexeme: 'A' | Line: 68, Col: 16
Token: PLUS       | Lexeme: '+' | Line: 68, Col: 18
Token: ID         | Lexeme: 'B' | Line: 68, Col: 20
Token: RPAREN     | Lexeme: ')' | Line: 68, Col: 21
Token: POW        | Lexeme: '**' | Line: 68, Col: 23
Token: INT_LIT    | Lexeme: '2' | Line: 68, Col: 26
Token: RPAREN     | Lexeme: ')' | Line: 68, Col: 27
Token: MINUS      | Lexeme: '-' | Line: 68, Col: 29
Token: LPAREN     | Lexeme: '(' | Line: 68, Col: 31
Token: LPAREN     | Lexeme: '(' | Line: 68, Col: 32
Token: ID         | Lexeme: 'C' | Line: 68, Col: 33
Token: MINUS      | Lexeme: '-' | Line: 68, Col: 35
Token: ID         | Lexeme: 'D' | Line: 68, Col: 37
Token: RPAREN     | Lexeme: ')' | Line: 68, Col: 38
Token: POW        | Lexeme: '**' | Line: 68, Col: 40
Token: INT_LIT    | Lexeme: '2' | Line: 68, Col: 43
Token: RPAREN     | Lexeme: ')' | Line: 68, Col: 44
Token: RPAREN     | Lexeme: ')' | Line: 68, Col: 45
Token: DIV        | Lexeme: '/' | Line: 68, Col: 47
Token: LPAREN     | Lexeme: '(' | Line: 68, Col: 49
Token: LPAREN     | Lexeme: '(' | Line: 68, Col: 50
Token: ID         | Lexeme: 'E' | Line: 68, Col: 51
Token: MULT       | Lexeme: '*' | Line: 68, Col: 53
Token: ID         | Lexeme: 'F' | Line: 68, Col: 55
Token: RPAREN     | Lexeme: ')' | Line: 68, Col: 56
Token: PLUS       | Lexeme: '+' | Line: 68, Col: 58
Token: LPAREN     | Lexeme: '(' | Line: 68, Col: 60
Token: ID         | Lexeme: 'G' | Line: 68, Col: 61
Token: DIV        | Lexeme: '/' | Line: 68, Col: 63
Token: ID         | Lexeme: 'H' | Line: 68, Col: 65
Token: RPAREN     | Lexeme: ')' | Line: 68, Col: 66
Token: RPAREN     | Lexeme: ')' | Line: 68, Col: 67
Token: RPAREN     | Lexeme: ')' | Line: 68, Col: 68
Token: GTE        | Lexeme: '>=' | Line: 68, Col: 70
Token: LPAREN     | Lexeme: '(' | Line: 68, Col: 73
Token: LPAREN     | Lexeme: '(' | Line: 68, Col: 74
Token: ID         | Lexeme: 'I' | Line: 68, Col: 75
Token: MOD        | Lexeme: '%' | Line: 68, Col: 77
Token: ID         | Lexeme: 'J' | Line: 68, Col: 79
Token: RPAREN     | Lexeme: ')' | Line: 68, Col: 80
Token: MULT       | Lexeme: '*' | Line: 68, Col: 82
Token: LPAREN     | Lexeme: '(' | Line: 68, Col: 84
Token: ID         | Lexeme: 'K' | Line: 68, Col: 85
Token: PLUS       | Lexeme: '+' | Line: 68, Col: 87
Token: ID         | Lexeme: 'L' | Line: 68, Col: 89
Token: RPAREN     | Lexeme: ')' | Line: 68, Col: 90
Token: RPAREN     | Lexeme: ')' | Line: 68, Col: 91
Token: SEMI       | Lexeme: ';' | Line: 68, Col: 92
Token: ID         | Lexeme: 'X' | Line: 71, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 71, Col: 3
Token: INT_LIT    | Lexeme: '1' | Line: 71, Col: 5
Token: SEMI       | Lexeme: ';' | Line: 71, Col: 6
Token: ID         | Lexeme: 'Y' | Line: 71, Col: 8
Token: ASSIGN     | Lexeme: '=' | Line: 71, Col: 10
Token: INT_LIT    | Lexeme: '2' | Line: 71, Col: 12
Token: SEMI       | Lexeme: ';' | Line: 71, Col: 13
Token: ID         | Lexeme: 'Z' | Line: 71, Col: 15
Token: ASSIGN     | Lexeme: '=' | Line: 71, Col: 17
Token: ID         | Lexeme: 'X' | Line: 71, Col: 19
Token: PLUS       | Lexeme: '+' | Line: 71, Col: 21
Token: ID         | Lexeme: 'Y' | Line: 71, Col: 23
Token: SEMI       | Lexeme: ';' | Line: 71, Col: 24
Token: ID         | Lexeme: 'A' | Line: 72, Col: 1
Token: PLUS_ASSIGN | Lexeme: '+=' | Line: 72, Col: 3
Token: INT_LIT    | Lexeme: '10' | Line: 72, Col: 6
Token: SEMI       | Lexeme: ';' | Line: 72, Col: 8
Token: ID         | Lexeme: 'B' | Line: 72, Col: 10
Token: MIN_ASSIGN | Lexeme: '-=' | Line: 72, Col: 12
Token: INT_LIT    | Lexeme: '5' | Line: 72, Col: 15
Token: SEMI       | Lexeme: ';' | Line: 72, Col: 16
Token: ID         | Lexeme: 'C' | Line: 72, Col: 18
Token: ASSIGN     | Lexeme: '=' | Line: 72, Col: 20
Token: ID         | Lexeme: 'A' | Line: 72, Col: 22
Token: MULT       | Lexeme: '*' | Line: 72, Col: 24
Token: ID         | Lexeme: 'B' | Line: 72, Col: 26
Token: SEMI       | Lexeme: ';' | Line: 72, Col: 27
Token: ID         | Lexeme: 'Mega_expression' | Line: 75, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 75, Col: 17
Token: LPAREN     | Lexeme: '(' | Line: 75, Col: 19
Token: LPAREN     | Lexeme: '(' | Line: 75, Col: 20
Token: ID         | Lexeme: 'A' | Line: 75, Col: 21
Token: PLUS       | Lexeme: '+' | Line: 75, Col: 23
Token: ID         | Lexeme: 'B' | Line: 75, Col: 25
Token: RPAREN     | Lexeme: ')' | Line: 75, Col: 26
Token: MULT       | Lexeme: '*' | Line: 75, Col: 28
Token: ID         | Lexeme: 'C' | Line: 75, Col: 30
Token: RPAREN     | Lexeme: ')' | Line: 75, Col: 31
Token: GTE        | Lexeme: '>=' | Line: 75, Col: 33
Token: LPAREN     | Lexeme: '(' | Line: 75, Col: 36
Token: ID         | Lexeme: 'D' | Line: 75, Col: 37
Token: DIV        | Lexeme: '/' | Line: 75, Col: 39
Token: ID         | Lexeme: 'E' | Line: 75, Col: 41
Token: RPAREN     | Lexeme: ')' | Line: 75, Col: 42
Token: AND        | Lexeme: '&&' | Line: 75, Col: 44
Token: LPAREN     | Lexeme: '(' | Line: 75, Col: 47
Token: LPAREN     | Lexeme: '(' | Line: 75, Col: 48
Token: ID         | Lexeme: 'F' | Line: 75, Col: 49
Token: MOD        | Lexeme: '%' | Line: 75, Col: 51
Token: ID         | Lexeme: 'G' | Line: 75, Col: 53
Token: RPAREN     | Lexeme: ')' | Line: 75, Col: 54
Token: NEQ        | Lexeme: '!=' | Line: 75, Col: 56
Token: INT_LIT    | Lexeme: '0' | Line: 75, Col: 59
Token: RPAREN     | Lexeme: ')' | Line: 75, Col: 60
Token: OR         | Lexeme: '||' | Line: 75, Col: 62
Token: NOT        | Lexeme: '!' | Line: 75, Col: 65
Token: LPAREN     | Lexeme: '(' | Line: 75, Col: 66
Token: ID         | Lexeme: 'H' | Line: 75, Col: 67
Token: EQ         | Lexeme: '==' | Line: 75, Col: 69
Token: ID         | Lexeme: 'I' | Line: 75, Col: 72
Token: RPAREN     | Lexeme: ')' | Line: 75, Col: 73
Token: SEMI       | Lexeme: ';' | Line: 75, Col: 74

--- Results for: test3.lang ---
Token: ID         | Lexeme: 'Counter' | Line: 15, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 15, Col: 9
Token: INT_LIT    | Lexeme: '42' | Line: 15, Col: 11
Token: SEMI       | Lexeme: ';' | Line: 15, Col: 13
Token: ID         | Lexeme: 'Name' | Line: 16, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 16, Col: 6
Token: INT_LIT    | Lexeme: '100' | Line: 16, Col: 8
Token: SEMI       | Lexeme: ';' | Line: 16, Col: 11
Token: ID         | Lexeme: 'Message' | Line: 19, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 19, Col: 9
Token: STRING_LIT | Lexeme: '"Hello World"' | Line: 19, Col: 11
Token: SEMI       | Lexeme: ';' | Line: 19, Col: 24
Token: ID         | Lexeme: 'Text' | Line: 20, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 20, Col: 6
Token: STRING_LIT | Lexeme: '"This is a test"' | Line: 20, Col: 8
Token: SEMI       | Lexeme: ';' | Line: 20, Col: 24
Token: ID         | Lexeme: 'Quote' | Line: 21, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 21, Col: 7
Token: STRING_LIT | Lexeme: '"She said \"hello\""' | Line: 21, Col: 9
Token: SEMI       | Lexeme: ';' | Line: 21, Col: 29
Token: ID         | Lexeme: 'Letter' | Line: 24, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 24, Col: 8
Token: CHAR_LIT   | Lexeme: ''A'' | Line: 24, Col: 10
Token: SEMI       | Lexeme: ';' | Line: 24, Col: 13
Token: ID         | Lexeme: 'Newline' | Line: 25, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 25, Col: 9
Token: CHAR_LIT   | Lexeme: ''\n'' | Line: 25, Col: 11
Token: SEMI       | Lexeme: ';' | Line: 25, Col: 15
Token: ID         | Lexeme: 'Tab' | Line: 26, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 26, Col: 5
Token: CHAR_LIT   | Lexeme: ''\t'' | Line: 26, Col: 7
Token: SEMI       | Lexeme: ';' | Line: 26, Col: 11
Token: ID         | Lexeme: 'Valid_number' | Line: 29, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 29, Col: 14
Token: INT_LIT    | Lexeme: '123' | Line: 29, Col: 16
Token: SEMI       | Lexeme: ';' | Line: 29, Col: 19
Token: ID         | Lexeme: 'Invalid_string' | Line: 30, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 30, Col: 16
Token: STRING_LIT | Lexeme: '"test"' | Line: 30, Col: 18
Token: SEMI       | Lexeme: ';' | Line: 30, Col: 24
Token: ID         | Lexeme: 'Valid_bool' | Line: 31, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 31, Col: 12
Token: ID         | Lexeme: 'T' | Line: 31, Col: 14
Token: ID         | Lexeme: 'R' | Line: 31, Col: 15
Token: ID         | Lexeme: 'U' | Line: 31, Col: 16
Token: ID         | Lexeme: 'E' | Line: 31, Col: 17
Token: SEMI       | Lexeme: ';' | Line: 31, Col: 18
Token: ID         | Lexeme: 'Invalid_char' | Line: 32, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 32, Col: 14
Token: CHAR_LIT   | Lexeme: ''x'' | Line: 32, Col: 16
Token: SEMI       | Lexeme: ';' | Line: 32, Col: 19
Token: ID         | Lexeme: 'Escaped1' | Line: 35, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 35, Col: 10
Token: STRING_LIT | Lexeme: '"Line1\nLine2"' | Line: 35, Col: 12
Token: SEMI       | Lexeme: ';' | Line: 35, Col: 26
Token: ID         | Lexeme: 'Escaped2' | Line: 36, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 36, Col: 10
Token: STRING_LIT | Lexeme: '"Tab\there"' | Line: 36, Col: 12
Token: SEMI       | Lexeme: ';' | Line: 36, Col: 23
Token: ID         | Lexeme: 'Escaped3' | Line: 37, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 37, Col: 10
Token: STRING_LIT | Lexeme: '"Quote\"inside"' | Line: 37, Col: 12
Token: SEMI       | Lexeme: ';' | Line: 37, Col: 27
Token: ID         | Lexeme: 'Escaped4' | Line: 38, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 38, Col: 10
Token: CHAR_LIT   | Lexeme: ''a'' | Line: 38, Col: 12
Token: SEMI       | Lexeme: ';' | Line: 38, Col: 15
Token: ID         | Lexeme: 'Escaped5' | Line: 39, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 39, Col: 10
Token: CHAR_LIT   | Lexeme: ''\''' | Line: 39, Col: 12
Token: SEMI       | Lexeme: ';' | Line: 39, Col: 16

--- Results for: test4.lang ---
Token: ID         | Lexeme: 'Email' | Line: 9, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 9, Col: 7
Token: ERROR      | Lexeme: 'u' | Line: 9, Col: 9
Token: ERROR      | Lexeme: 's' | Line: 9, Col: 10
Token: ERROR      | Lexeme: 'e' | Line: 9, Col: 11
Token: ERROR      | Lexeme: 'r' | Line: 9, Col: 12
Token: ERROR      | Lexeme: '@' | Line: 9, Col: 13
Token: ERROR      | Lexeme: 'e' | Line: 9, Col: 14
Token: ERROR      | Lexeme: 'x' | Line: 9, Col: 15
Token: ERROR      | Lexeme: 'a' | Line: 9, Col: 16
Token: ERROR      | Lexeme: 'm' | Line: 9, Col: 17
Token: ERROR      | Lexeme: 'p' | Line: 9, Col: 18
Token: ERROR      | Lexeme: 'l' | Line: 9, Col: 19
Token: ERROR      | Lexeme: 'e' | Line: 9, Col: 20
Token: ERROR      | Lexeme: '.' | Line: 9, Col: 21
Token: ERROR      | Lexeme: 'c' | Line: 9, Col: 22
Token: ERROR      | Lexeme: 'o' | Line: 9, Col: 23
Token: ERROR      | Lexeme: 'm' | Line: 9, Col: 24
Token: SEMI       | Lexeme: ';' | Line: 9, Col: 25
Token: ID         | Lexeme: 'Price' | Line: 10, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 10, Col: 7
Token: ERROR      | Lexeme: '$' | Line: 10, Col: 9
Token: INT_LIT    | Lexeme: '100' | Line: 10, Col: 10
Token: SEMI       | Lexeme: ';' | Line: 10, Col: 13
Token: ID         | Lexeme: 'Variable' | Line: 11, Col: 1
Token: ERROR      | Lexeme: '@' | Line: 11, Col: 9
Token: ASSIGN     | Lexeme: '=' | Line: 11, Col: 11
Token: INT_LIT    | Lexeme: '50' | Line: 11, Col: 13
Token: SEMI       | Lexeme: ';' | Line: 11, Col: 15
Token: ID         | Lexeme: 'Test' | Line: 12, Col: 1
Token: ERROR      | Lexeme: '$' | Line: 12, Col: 5
Token: ERROR      | Lexeme: 'v' | Line: 12, Col: 6
Token: ERROR      | Lexeme: 'a' | Line: 12, Col: 7
Token: ERROR      | Lexeme: 'r' | Line: 12, Col: 8
Token: ASSIGN     | Lexeme: '=' | Line: 12, Col: 10
Token: INT_LIT    | Lexeme: '25' | Line: 12, Col: 12
Token: SEMI       | Lexeme: ';' | Line: 12, Col: 14
Token: ERROR      | Lexeme: 'l' | Line: 17, Col: 1
Token: ERROR      | Lexeme: 'o' | Line: 17, Col: 2
Token: ERROR      | Lexeme: 'w' | Line: 17, Col: 3
Token: ERROR      | Lexeme: 'e' | Line: 17, Col: 4
Token: ERROR      | Lexeme: 'r' | Line: 17, Col: 5
Token: ERROR      | Lexeme: 'c' | Line: 17, Col: 6
Token: ERROR      | Lexeme: 'a' | Line: 17, Col: 7
Token: ERROR      | Lexeme: 's' | Line: 17, Col: 8
Token: ERROR      | Lexeme: 'e' | Line: 17, Col: 9
Token: ASSIGN     | Lexeme: '=' | Line: 17, Col: 11
Token: INT_LIT    | Lexeme: '10' | Line: 17, Col: 13
Token: SEMI       | Lexeme: ';' | Line: 17, Col: 15
Token: ERROR      | Lexeme: 'm' | Line: 18, Col: 1
Token: ERROR      | Lexeme: 'y' | Line: 18, Col: 2
Token: ID         | Lexeme: 'Variable' | Line: 18, Col: 3
Token: ASSIGN     | Lexeme: '=' | Line: 18, Col: 12
Token: INT_LIT    | Lexeme: '20' | Line: 18, Col: 14
Token: SEMI       | Lexeme: ';' | Line: 18, Col: 16
Token: ERROR      | Lexeme: 't' | Line: 19, Col: 1
Token: ERROR      | Lexeme: 'e' | Line: 19, Col: 2
Token: ERROR      | Lexeme: 's' | Line: 19, Col: 3
Token: ERROR      | Lexeme: 't' | Line: 19, Col: 4
Token: ERROR      | Lexeme: '_' | Line: 19, Col: 5
Token: INT_LIT    | Lexeme: '123' | Line: 19, Col: 6
Token: ASSIGN     | Lexeme: '=' | Line: 19, Col: 10
Token: INT_LIT    | Lexeme: '30' | Line: 19, Col: 12
Token: SEMI       | Lexeme: ';' | Line: 19, Col: 14
Token: ERROR      | Lexeme: '_' | Line: 20, Col: 1
Token: ERROR      | Lexeme: 'u' | Line: 20, Col: 2
Token: ERROR      | Lexeme: 'n' | Line: 20, Col: 3
Token: ERROR      | Lexeme: 'd' | Line: 20, Col: 4
Token: ERROR      | Lexeme: 'e' | Line: 20, Col: 5
Token: ERROR      | Lexeme: 'r' | Line: 20, Col: 6
Token: ERROR      | Lexeme: 's' | Line: 20, Col: 7
Token: ERROR      | Lexeme: 'c' | Line: 20, Col: 8
Token: ERROR      | Lexeme: 'o' | Line: 20, Col: 9
Token: ERROR      | Lexeme: 'r' | Line: 20, Col: 10
Token: ERROR      | Lexeme: 'e' | Line: 20, Col: 11
Token: ASSIGN     | Lexeme: '=' | Line: 20, Col: 13
Token: INT_LIT    | Lexeme: '40' | Line: 20, Col: 15
Token: SEMI       | Lexeme: ';' | Line: 20, Col: 17
Token: INT_LIT    | Lexeme: '2' | Line: 21, Col: 1
Token: ERROR      | Lexeme: 'i' | Line: 21, Col: 2
Token: ERROR      | Lexeme: 'n' | Line: 21, Col: 3
Token: ERROR      | Lexeme: 'v' | Line: 21, Col: 4
Token: ERROR      | Lexeme: 'a' | Line: 21, Col: 5
Token: ERROR      | Lexeme: 'l' | Line: 21, Col: 6
Token: ERROR      | Lexeme: 'i' | Line: 21, Col: 7
Token: ERROR      | Lexeme: 'd' | Line: 21, Col: 8
Token: ASSIGN     | Lexeme: '=' | Line: 21, Col: 10
Token: INT_LIT    | Lexeme: '50' | Line: 21, Col: 12
Token: SEMI       | Lexeme: ';' | Line: 21, Col: 14
Token: ID         | Lexeme: 'Bad_float1' | Line: 26, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 26, Col: 12
Token: INT_LIT    | Lexeme: '3' | Line: 26, Col: 14
Token: ERROR      | Lexeme: '.' | Line: 26, Col: 15
Token: SEMI       | Lexeme: ';' | Line: 26, Col: 16
Token: ID         | Lexeme: 'Bad_float2' | Line: 27, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 27, Col: 12
Token: ERROR      | Lexeme: '.' | Line: 27, Col: 14
Token: INT_LIT    | Lexeme: '14' | Line: 27, Col: 15
Token: SEMI       | Lexeme: ';' | Line: 27, Col: 17
Token: ID         | Lexeme: 'Bad_exp1' | Line: 28, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 28, Col: 10
Token: FLOAT_LIT  | Lexeme: '1.5' | Line: 28, Col: 12
Token: ERROR      | Lexeme: 'e' | Line: 28, Col: 15
Token: SEMI       | Lexeme: ';' | Line: 28, Col: 16
Token: ID         | Lexeme: 'Bad_exp2' | Line: 29, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 29, Col: 10
Token: FLOAT_LIT  | Lexeme: '2.0' | Line: 29, Col: 12
Token: ID         | Lexeme: 'E' | Line: 29, Col: 15
Token: PLUS       | Lexeme: '+' | Line: 29, Col: 16
Token: SEMI       | Lexeme: ';' | Line: 29, Col: 17
Token: ID         | Lexeme: 'Bad_exp3' | Line: 30, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 30, Col: 10
Token: FLOAT_LIT  | Lexeme: '3.14' | Line: 30, Col: 12
Token: ERROR      | Lexeme: 'e' | Line: 30, Col: 16
Token: MINUS      | Lexeme: '-' | Line: 30, Col: 17
Token: SEMI       | Lexeme: ';' | Line: 30, Col: 18
Token: ERROR      | Lexeme: '#' | Line: 35, Col: 1
Token: ID         | Lexeme: 'This' | Line: 35, Col: 3
Token: ERROR      | Lexeme: 'i' | Line: 35, Col: 8
Token: ERROR      | Lexeme: 's' | Line: 35, Col: 9
Token: ERROR      | Lexeme: 'n' | Line: 35, Col: 11
Token: ERROR      | Lexeme: 'o' | Line: 35, Col: 12
Token: ERROR      | Lexeme: 't' | Line: 35, Col: 13
Token: ERROR      | Lexeme: 'a' | Line: 35, Col: 15
Token: ERROR      | Lexeme: 'v' | Line: 35, Col: 17
Token: ERROR      | Lexeme: 'a' | Line: 35, Col: 18
Token: ERROR      | Lexeme: 'l' | Line: 35, Col: 19
Token: ERROR      | Lexeme: 'i' | Line: 35, Col: 20
Token: ERROR      | Lexeme: 'd' | Line: 35, Col: 21
Token: ERROR      | Lexeme: 'c' | Line: 35, Col: 23
Token: ERROR      | Lexeme: 'o' | Line: 35, Col: 24
Token: ERROR      | Lexeme: 'm' | Line: 35, Col: 25
Token: ERROR      | Lexeme: 'm' | Line: 35, Col: 26
Token: ERROR      | Lexeme: 'e' | Line: 35, Col: 27
Token: ERROR      | Lexeme: 'n' | Line: 35, Col: 28
Token: ERROR      | Lexeme: 't' | Line: 35, Col: 29
Token: ID         | Lexeme: 'Value' | Line: 36, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 36, Col: 7
Token: INT_LIT    | Lexeme: '100' | Line: 36, Col: 9
Token: SEMI       | Lexeme: ';' | Line: 36, Col: 12
Token: ERROR      | Lexeme: '#' | Line: 37, Col: 1
Token: ID         | Lexeme: 'Another' | Line: 37, Col: 3
Token: ERROR      | Lexeme: 'b' | Line: 37, Col: 11
Token: ERROR      | Lexeme: 'a' | Line: 37, Col: 12
Token: ERROR      | Lexeme: 'd' | Line: 37, Col: 13
Token: ERROR      | Lexeme: 'c' | Line: 37, Col: 15
Token: ERROR      | Lexeme: 'o' | Line: 37, Col: 16
Token: ERROR      | Lexeme: 'm' | Line: 37, Col: 17
Token: ERROR      | Lexeme: 'm' | Line: 37, Col: 18
Token: ERROR      | Lexeme: 'e' | Line: 37, Col: 19
Token: ERROR      | Lexeme: 'n' | Line: 37, Col: 20
Token: ERROR      | Lexeme: 't' | Line: 37, Col: 21
Token: ID         | Lexeme: 'Result1' | Line: 42, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 42, Col: 9
Token: LPAREN     | Lexeme: '(' | Line: 42, Col: 11
Token: ID         | Lexeme: 'X' | Line: 42, Col: 12
Token: ERROR      | Lexeme: '&' | Line: 42, Col: 14
Token: ID         | Lexeme: 'Y' | Line: 42, Col: 16
Token: RPAREN     | Lexeme: ')' | Line: 42, Col: 17
Token: SEMI       | Lexeme: ';' | Line: 42, Col: 18
Token: ID         | Lexeme: 'Result2' | Line: 43, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 43, Col: 9
Token: LPAREN     | Lexeme: '(' | Line: 43, Col: 11
Token: ID         | Lexeme: 'A' | Line: 43, Col: 12
Token: ERROR      | Lexeme: '|' | Line: 43, Col: 14
Token: ID         | Lexeme: 'B' | Line: 43, Col: 16
Token: RPAREN     | Lexeme: ')' | Line: 43, Col: 17
Token: SEMI       | Lexeme: ';' | Line: 43, Col: 18
Token: ID         | Lexeme: 'Value' | Line: 48, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 48, Col: 7
Token: ID         | Lexeme: 'A' | Line: 48, Col: 9
Token: ERROR      | Lexeme: '~' | Line: 48, Col: 11
Token: ID         | Lexeme: 'B' | Line: 48, Col: 13
Token: SEMI       | Lexeme: ';' | Line: 48, Col: 14
Token: ID         | Lexeme: 'Test' | Line: 49, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 49, Col: 6
Token: ID         | Lexeme: 'X' | Line: 49, Col: 8
Token: ERROR      | Lexeme: '^' | Line: 49, Col: 10
Token: ID         | Lexeme: 'Y' | Line: 49, Col: 12
Token: SEMI       | Lexeme: ';' | Line: 49, Col: 13
Token: ID         | Lexeme: 'Calc' | Line: 50, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 50, Col: 6
Token: ID         | Lexeme: 'M' | Line: 50, Col: 8
Token: ERROR      | Lexeme: '`' | Line: 50, Col: 10
Token: ID         | Lexeme: 'N' | Line: 50, Col: 12
Token: SEMI       | Lexeme: ';' | Line: 50, Col: 13
Token: ID         | Lexeme: 'Other' | Line: 51, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 51, Col: 7
Token: ID         | Lexeme: 'P' | Line: 51, Col: 9
Token: ERROR      | Lexeme: '\' | Line: 51, Col: 11
Token: ID         | Lexeme: 'Q' | Line: 51, Col: 13
Token: SEMI       | Lexeme: ';' | Line: 51, Col: 14
Token: ID         | Lexeme: 'Greek' | Line: 56, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 56, Col: 7
Token: ERROR      | Lexeme: 'α' | Line: 56, Col: 9
Token: SEMI       | Lexeme: ';' | Line: 56, Col: 10
Token: ID         | Lexeme: 'Euro' | Line: 57, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 57, Col: 6
Token: ERROR      | Lexeme: '€' | Line: 57, Col: 8
Token: SEMI       | Lexeme: ';' | Line: 57, Col: 9
Token: ID         | Lexeme: 'Degree' | Line: 58, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 58, Col: 8
Token: INT_LIT    | Lexeme: '90' | Line: 58, Col: 10
Token: ERROR      | Lexeme: '°' | Line: 58, Col: 12
Token: SEMI       | Lexeme: ';' | Line: 58, Col: 13
Token: ID         | Lexeme: 'Incomplete1' | Line: 63, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 63, Col: 13
Token: FLOAT_LIT  | Lexeme: '10.5' | Line: 63, Col: 15
Token: ERROR      | Lexeme: 'e' | Line: 63, Col: 19
Token: ID         | Lexeme: 'Incomplete2' | Line: 64, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 64, Col: 13
Token: PLUS       | Lexeme: '+' | Line: 64, Col: 15
Token: ID         | Lexeme: 'Incomplete3' | Line: 65, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 65, Col: 13
Token: MINUS      | Lexeme: '-' | Line: 65, Col: 15
Token: ID         | Lexeme: 'Bad1' | Line: 70, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 70, Col: 6
Token: ERROR      | Lexeme: '.' | Line: 70, Col: 8
Token: ERROR      | Lexeme: '.' | Line: 70, Col: 9
Token: ERROR      | Lexeme: '.' | Line: 70, Col: 10
Token: SEMI       | Lexeme: ';' | Line: 70, Col: 11
Token: ID         | Lexeme: 'Bad2' | Line: 71, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 71, Col: 6
Token: LT         | Lexeme: '<' | Line: 71, Col: 8
Token: LT         | Lexeme: '<' | Line: 71, Col: 9
Token: LT         | Lexeme: '<' | Line: 71, Col: 10
Token: SEMI       | Lexeme: ';' | Line: 71, Col: 11
Token: ID         | Lexeme: 'Bad3' | Line: 72, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 72, Col: 6
Token: GT         | Lexeme: '>' | Line: 72, Col: 8
Token: GT         | Lexeme: '>' | Line: 72, Col: 9
Token: GT         | Lexeme: '>' | Line: 72, Col: 10
Token: SEMI       | Lexeme: ';' | Line: 72, Col: 11
Token: ID         | Lexeme: 'Valid1' | Line: 77, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 77, Col: 8
Token: INT_LIT    | Lexeme: '42' | Line: 77, Col: 10
Token: SEMI       | Lexeme: ';' | Line: 77, Col: 12
Token: ID         | Lexeme: 'Invalid1' | Line: 78, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 78, Col: 10
Token: ERROR      | Lexeme: 'h' | Line: 78, Col: 12
Token: ERROR      | Lexeme: 'e' | Line: 78, Col: 13
Token: ERROR      | Lexeme: 'l' | Line: 78, Col: 14
Token: ERROR      | Lexeme: 'l' | Line: 78, Col: 15
Token: ERROR      | Lexeme: 'o' | Line: 78, Col: 16
Token: ERROR      | Lexeme: '@' | Line: 78, Col: 17
Token: ERROR      | Lexeme: 'w' | Line: 78, Col: 18
Token: ERROR      | Lexeme: 'o' | Line: 78, Col: 19
Token: ERROR      | Lexeme: 'r' | Line: 78, Col: 20
Token: ERROR      | Lexeme: 'l' | Line: 78, Col: 21
